model,case,fraction,normal_MPa,shear1_MPa,shear2_MPa,delta_a_angstrom,delta_x_angstrom,delta_y_angstrom,linear_delta_a_angstrom,linear_delta_x_angstrom,linear_delta_y_angstrom,local_root_verified,minimum_H,force_residual,dynamic_hold,actual_yield_inferred
source_Al99_target_only,shear_xz10MPa,0.0,0.0,0.0,0.0,6.358874457669288e-16,1.246390988142286e-15,-1.1172188470241773e-16,0.0,0.0,0.0,True,4.393546621110351,4.747838632583785e-15,False,False
source_Al99_target_only,shear_xz10MPa,-0.5,-3.333333333333334,2.041241452319315,-1.1785113019775795,-6.162738387766812e-05,0.0001688701479479878,-9.749722537589254e-05,-6.163950190976806e-05,0.00016891160143899179,-9.752115856005266e-05,True,4.39309085962412,1.5942108744226857e-15,False,False
source_Al99_target_only,shear_xz10MPa,-1.0,-6.666666666666668,4.08248290463863,-2.357022603955159,-0.0001232305372324209,0.00033765726179370704,-0.00019494651099076943,-0.00012327900381953611,0.00033782320287798357,-0.00019504231712010533,True,4.392636333100895,4.824374406908749e-15,False,False
source_Al99_target_only,shear_xz10MPa,-0.5,-3.333333333333334,2.041241452319315,-1.1785113019775795,-6.162738387957578e-05,0.00016887014795460633,-9.749722537906175e-05,-6.163950190976806e-05,0.00016891160143899179,-9.752115856005266e-05,True,4.393090859624104,1.3440637491868301e-14,False,False
source_Al99_target_only,shear_xz10MPa,0.0,0.0,0.0,0.0,-1.2717748915338577e-15,8.276002145966986e-15,-4.010770951526014e-15,0.0,0.0,0.0,True,4.393546621110341,1.521332284581238e-14,False,False
source_Al99_target_only,shear_yz10MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.39354662111037,4.0024300145742074e-15,False,False
source_Al99_target_only,shear_yz10MPa,0.5,3.333333333333334,2.041241452319315,1.1785113019775795,6.165169756734863e-05,0.00016895314786106408,9.754514539765739e-05,6.163950190976806e-05,0.00016891160143899179,9.752115856005266e-05,True,4.391953090821447,1.0575253780314986e-14,False,False
source_Al99_target_only,shear_yz10MPa,1.0,6.666666666666668,4.08248290463863,2.357022603955159,0.0001233281288461585,0.00033798956674403784,0.00019513836734316497,0.00012327900381953611,0.00033782320287798357,0.00019504231712010533,True,4.3903570180377045,1.1918851322567647e-14,False,False
source_Al99_target_only,shear_yz10MPa,0.5,3.333333333333334,2.041241452319315,1.1785113019775795,6.165169756862042e-05,0.00016895314786712683,9.754514540071965e-05,6.163950190976806e-05,0.00016891160143899179,9.752115856005266e-05,True,4.3919530908213975,2.27975190808527e-15,False,False
source_Al99_target_only,shear_yz10MPa,0.0,0.0,0.0,0.0,3.179437228834644e-16,-1.3370524130144212e-15,-8.113728532466922e-16,0.0,0.0,0.0,True,4.393546621110359,1.8629330366542787e-15,False,False
source_Al99_target_only,shear_yz10MPa,-0.5,-3.333333333333334,-2.041241452319315,-1.1785113019775795,-6.162738387798606e-05,-0.0001688701479476602,-9.749722537640115e-05,-6.163950190976806e-05,-0.00016891160143899179,-9.752115856005266e-05,True,4.393090859624121,1.894046985223552e-15,False,False
source_Al99_target_only,shear_yz10MPa,-1.0,-6.666666666666668,-4.08248290463863,-2.357022603955159,-0.00012323053723210296,-0.0003376572617940465,-0.00019494651099063678,-0.00012327900381953611,-0.00033782320287798357,-0.00019504231712010533,True,4.392636333100883,1.9390955854903247e-15,False,False
source_Al99_target_only,shear_yz10MPa,-0.5,-3.333333333333334,-2.041241452319315,-1.1785113019775795,-6.162738387925783e-05,-0.00016887014795433436,-9.74972253786799e-05,-6.163950190976806e-05,-0.00016891160143899179,-9.752115856005266e-05,True,4.393090859624103,1.1109169140155473e-14,False,False
source_Al99_target_only,shear_yz10MPa,0.0,0.0,0.0,0.0,-9.53831168650393e-16,-7.948486596344005e-15,-4.036469013821632e-15,0.0,0.0,0.0,True,4.393546621110339,1.2369900172224377e-14,False,False
source_Al99_target_only,biaxial_opposite25MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.39354662111037,4.0024300145742074e-15,False,False
source_Al99_target_only,biaxial_opposite25MPa,0.5,-2.2482909287922576e-16,-10.206207261596575,-1.7989716779971275e-16,1.6739173009444377e-07,-0.000844557766020561,4.264606432773401e-07,-7.998952964993703e-21,-0.0008445580071949588,-1.6253743440531256e-20,True,4.389115202568743,4.033075032903118e-16,False,False
source_Al99_target_only,biaxial_opposite25MPa,1.0,-4.496581857584515e-16,-20.41241452319315,-3.597943355994255e-16,6.70413626131987e-07,-0.0016891134721215067,1.705943665798817e-06,-1.5997905929987406e-20,-0.0016891160143899177,-3.250748688106251e-20,True,4.384716377316354,1.2776238400569184e-15,False,False
source_Al99_target_only,biaxial_opposite25MPa,0.5,-2.2482909287922576e-16,-10.206207261596575,-1.7989716779971275e-16,1.6739173009444377e-07,-0.0008445577660205135,4.2646064361250453e-07,-7.998952964993703e-21,-0.0008445580071949588,-1.6253743440531256e-20,True,4.389115202568745,1.0323996661083942e-15,False,False
source_Al99_target_only,biaxial_opposite25MPa,0.0,0.0,0.0,0.0,3.179437228834644e-16,-1.591567567816212e-16,-6.633646533847244e-16,0.0,0.0,0.0,True,4.393546621110368,3.1246645141228168e-15,False,False
source_Al99_target_only,biaxial_opposite25MPa,-0.5,2.2482909287922576e-16,10.206207261596575,1.7989716779971275e-16,1.6739173041238751e-07,0.0008445577660200346,4.2646064325832956e-07,7.998952964993703e-21,0.0008445580071949588,1.6253743440531256e-20,True,4.389115202568744,3.0662052739618597e-15,False,False
source_Al99_target_only,biaxial_opposite25MPa,-1.0,4.496581857584515e-16,20.41241452319315,3.597943355994255e-16,6.70413626131987e-07,0.00168911347212167,1.7059436653743927e-06,1.5997905929987406e-20,0.0016891160143899177,3.250748688106251e-20,True,4.38471637731635,1.0104610179650935e-15,False,False
source_Al99_target_only,biaxial_opposite25MPa,-0.5,2.2482909287922576e-16,10.206207261596575,1.7989716779971275e-16,1.6739173009444377e-07,0.0008445577660205133,4.264606436139302e-07,7.998952964993703e-21,0.0008445580071949588,1.6253743440531256e-20,True,4.389115202568746,1.027385966795111e-15,False,False
source_Al99_target_only,biaxial_opposite25MPa,0.0,0.0,0.0,0.0,3.179437228834644e-16,1.4272331368779492e-16,-6.780348961504552e-16,0.0,0.0,0.0,True,4.393546621110367,3.1246645141228168e-15,False,False
source_Al99_target_only,mixed_MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.39354662111037,4.0024300145742074e-15,False,False
source_Al99_target_only,mixed_MPa,0.5,6.000000000000002,-10.206207261596576,-2.8284271247461903,0.00011114231336716486,-0.0008445181877803715,-0.00023371145997023,0.0001109511034375826,-0.0008445580071949588,-0.00023405078054412645,True,4.3879251264863885,1.0645781131635168e-15,False,False
source_Al99_target_only,mixed_MPa,1.0,12.000000000000004,-20.412414523193153,-5.656854249492381,0.00022266856144752625,-0.0016889574792194652,-0.00046674434712356703,0.0002219022068751652,-0.0016891160143899177,-0.0004681015610882529,True,4.382320179582512,3.056582764671134e-15,False,False
source_Al99_target_only,mixed_MPa,0.5,6.000000000000002,-10.206207261596576,-2.8284271247461903,0.00011114231336684692,-0.0008445181877800333,-0.00023371145997043538,0.0001109511034375826,-0.0008445580071949588,-0.00023405078054412645,True,4.38792512648639,3.5646399026978415e-15,False,False
source_Al99_target_only,mixed_MPa,0.0,0.0,0.0,0.0,3.179437228834644e-16,4.889173052096224e-16,-5.972485202783667e-16,0.0,0.0,0.0,True,4.3935466211103655,1.46054671416431e-15,False,False
source_Al99_target_only,mixed_MPa,-0.5,-6.000000000000002,10.206207261596576,2.8284271247461903,-0.00011076051362826265,0.000844597124872577,0.0002343896656160733,-0.0001109511034375826,0.0008445580071949588,0.00023405078054412645,True,4.389980440208175,3.3068166260807885e-15,False,False
source_Al99_target_only,mixed_MPa,-1.0,-12.000000000000004,20.412414523193153,5.656854249492381,-0.00022113815875266012,0.0016892671724353515,0.0004694546686312967,-0.0002219022068751652,0.0016891160143899177,0.0004681015610882529,True,4.386461848524974,6.804452834519026e-16,False,False
source_Al99_target_only,mixed_MPa,-0.5,-6.000000000000002,10.206207261596576,2.8284271247461903,-0.0001107605136279447,0.0008445971248730778,0.0002343896656167169,-0.0001109511034375826,0.0008445580071949588,0.00023405078054412645,True,4.389980440208174,9.419548474554063e-16,False,False
source_Al99_target_only,mixed_MPa,0.0,0.0,0.0,0.0,0.0,1.2953295714741903e-16,-2.682022250863635e-16,0.0,0.0,0.0,True,4.393546621110372,4.0024300145742074e-15,False,False
source_Al99_target_only,pure_interface_normal50MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.39354662111037,4.0024300145742074e-15,False,False
source_Al99_target_only,pure_interface_normal50MPa,0.5,25.000000000000014,7.313107937135654e-16,-2.5831398936824165e-16,0.00046248876303904405,1.613489177352348e-19,-3.699250955141269e-16,0.00046229626432326077,6.992514875137279e-20,-2.9933466963981416e-19,True,4.389277343106097,4.874572967494828e-16,False,False
source_Al99_target_only,pure_interface_normal50MPa,1.0,50.00000000000003,1.4626215874271307e-15,-5.166279787364833e-16,0.0009253659033620126,2.3197493363233345e-17,-6.619164114970436e-16,0.0009245925286465215,1.3985029750274557e-19,-5.986693392796283e-19,True,4.3850195400555805,3.3046482217358175e-16,False,False
source_Al99_target_only,pure_interface_normal50MPa,0.5,25.000000000000014,7.313107937135654e-16,-2.5831398936824165e-16,0.00046248876303967994,6.519513873500014e-19,-9.47471921023018e-16,0.00046229626432326077,6.992514875137279e-20,-2.9933466963981416e-19,True,4.389277343106086,1.7212793690379868e-15,False,False
source_Al99_target_only,pure_interface_normal50MPa,0.0,0.0,0.0,0.0,3.179437228834644e-16,5.564779623372928e-17,-2.683706115011387e-16,0.0,0.0,0.0,True,4.393546621110362,2.1708478997810273e-15,False,False
source_Al99_target_only,pure_interface_normal50MPa,-0.5,-25.000000000000014,-7.313107937135654e-16,2.5831398936824165e-16,-0.0004621151433568801,5.871522869358554e-17,-4.994011164535934e-16,-0.00046229626432326077,-6.992514875137279e-20,2.9933466963981416e-19,True,4.397797675697505,4.6867891512203386e-15,False,False
source_Al99_target_only,pure_interface_normal50MPa,-1.0,-50.00000000000003,-1.4626215874271307e-15,5.166279787364833e-16,-0.0009238669608115882,8.097373684916779e-17,-6.252685292351392e-16,-0.0009245925286465215,-1.3985029750274557e-19,5.986693392796283e-19,True,4.402091229834982,8.76902717106276e-16,False,False
source_Al99_target_only,pure_interface_normal50MPa,-0.5,-25.000000000000014,-7.313107937135654e-16,2.5831398936824165e-16,-0.000462115143357516,1.0670772761721533e-16,-6.256072702402051e-16,-0.00046229626432326077,-6.992514875137279e-20,2.9933466963981416e-19,True,4.397797675697497,5.081872422874056e-15,False,False
source_Al99_target_only,pure_interface_normal50MPa,0.0,0.0,0.0,0.0,3.179437228834644e-16,8.080882252148601e-17,-6.908675744586875e-16,0.0,0.0,0.0,True,4.393546621110365,3.1246645141228168e-15,False,False
source_Al99_target_only,pure_interface_shear1_4MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.39354662111037,4.0024300145742074e-15,False,False
source_Al99_target_only,pure_interface_shear1_4MPa,0.5,-6.062344036436679e-17,2.0,-4.7993670411985994e-17,6.413549014087498e-09,0.00016549890612993607,1.6351195619680302e-08,-3.6827280341357336e-22,0.00016549889406475626,-3.703504456402489e-21,True,4.392677774115505,6.564257164403746e-15,False,False
source_Al99_target_only,pure_interface_shear1_4MPa,1.0,-1.2124688072873357e-16,4.0,-9.598734082397199e-17,2.5666641327494816e-08,0.000330997884679464,6.542603251942046e-08,-7.365456068271467e-22,0.00033099778812951253,-7.407008912804978e-21,True,4.3918078985035995,2.7185887629553215e-15,False,False
source_Al99_target_only,pure_interface_shear1_4MPa,0.5,-6.062344036436679e-17,2.0,-4.7993670411985994e-17,6.413549014087498e-09,0.00016549890613089312,1.6351196043272367e-08,-3.6827280341357336e-22,0.00016549889406475626,-3.703504456402489e-21,True,4.392677774115498,5.292491975742291e-15,False,False
source_Al99_target_only,pure_interface_shear1_4MPa,0.0,0.0,0.0,0.0,0.0,1.0983571586515508e-15,-8.328246699496697e-16,0.0,0.0,0.0,True,4.3935466211103655,3.760547108453544e-15,False,False
source_Al99_target_only,pure_interface_shear1_4MPa,-0.5,6.062344036436679e-17,-2.0,4.7993670411985994e-17,6.41354933203122e-09,-0.0001654989061300482,1.6351195411577198e-08,3.6827280341357336e-22,-0.00016549889406475626,3.703504456402489e-21,True,4.392677774115502,6.246328834081467e-15,False,False
source_Al99_target_only,pure_interface_shear1_4MPa,-1.0,1.2124688072873357e-16,-4.0,9.598734082397199e-17,2.5666641645438536e-08,-0.00033099788467924287,6.542603289084112e-08,7.365456068271467e-22,-0.00033099778812951253,7.407008912804978e-21,True,4.391807898503595,1.9290125052862095e-15,False,False
source_Al99_target_only,pure_interface_shear1_4MPa,-0.5,6.062344036436679e-17,-2.0,4.7993670411985994e-17,6.413549014087498e-09,-0.00016549890613151648,1.6351196003667883e-08,3.6827280341357336e-22,-0.00016549889406475626,3.703504456402489e-21,True,4.392677774115492,3.9378214320906876e-15,False,False
source_Al99_target_only,pure_interface_shear1_4MPa,0.0,0.0,0.0,0.0,0.0,-1.019170086382648e-15,-9.86221513429999e-16,0.0,0.0,0.0,True,4.393546621110364,4.4793504503356055e-15,False,False
source_Al99_target_only,pure_interface_shear2_4MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.39354662111037,4.0024300145742074e-15,False,False
source_Al99_target_only,pure_interface_shear2_4MPa,0.5,-3.2283228208003934e-17,-3.0415922995174157e-18,2.000000000000001,6.411276034412603e-09,2.9149746681825645e-17,0.0001654825533008706,-2.2833723020743387e-20,1.625515036055268e-23,0.00016549889406475632,True,4.39267837318001,2.2491265758963643e-15,False,False
source_Al99_target_only,pure_interface_shear2_4MPa,1.0,-6.456645641600787e-17,-6.083184599034831e-18,4.000000000000002,2.5649513699143084e-08,3.2410875562057795e-17,0.00033093245271944584,-4.5667446041486775e-20,3.251030072110536e-23,0.00033099778812951264,True,4.391809475937382,1.2557229561727112e-15,False,False
source_Al99_target_only,pure_interface_shear2_4MPa,0.5,-3.2283228208003934e-17,-3.0415922995174157e-18,2.000000000000001,6.41127571646888e-09,2.9165732034414367e-17,0.00016548255330382244,-2.2833723020743387e-20,1.625515036055268e-23,0.00016549889406475632,True,4.392678373179992,4.5636779945346095e-15,False,False
source_Al99_target_only,pure_interface_shear2_4MPa,0.0,0.0,0.0,0.0,0.0,6.499486781989562e-18,2.085997866728603e-15,0.0,0.0,0.0,True,4.393546621110353,3.959360424156267e-15,False,False
source_Al99_target_only,pure_interface_shear2_4MPa,-0.5,3.2283228208003934e-17,3.0415922995174157e-18,-2.000000000000001,6.415576859152048e-09,-1.6222616091277903e-17,-0.0001655152593328916,2.2833723020743387e-20,-1.625515036055268e-23,-0.00016549889406475632,True,4.392677204480488,3.541709026749773e-15,False,False
source_Al99_target_only,pure_interface_shear2_4MPa,-1.0,6.456645641600787e-17,6.083184599034831e-18,-4.000000000000002,2.567994663641004e-08,-1.6207875452394907e-17,-0.0003310633309279491,4.5667446041486775e-20,-3.251030072110536e-23,-0.00033099778812951264,True,4.391805467354994,7.909552058958203e-15,False,False
source_Al99_target_only,pure_interface_shear2_4MPa,-0.5,3.2283228208003934e-17,3.0415922995174157e-18,-2.000000000000001,6.415577177095771e-09,9.705511504294107e-18,-0.0001655152593348964,2.2833723020743387e-20,-1.625515036055268e-23,-0.00016549889406475632,True,4.392677204480476,1.5811405222049808e-15,False,False
source_Al99_target_only,pure_interface_shear2_4MPa,0.0,0.0,0.0,0.0,3.179437228834644e-16,3.2471187803754596e-18,-7.280912943410849e-16,0.0,0.0,0.0,True,4.393546621110367,3.1246645141228168e-15,False,False
joint_refinement/power_family,normal_xx50MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.444126843424182,4.77655758063253e-15,False,False
joint_refinement/power_family,normal_xx50MPa,0.5,8.333333333333336,-10.206207261596575,-5.892556509887896,0.00010970182751627261,-0.0008344069236024348,-0.00048174506195405284,0.00010904751369847486,-0.0008349457856572124,-0.0004820561741079381,True,4.426508704765844,3.803598061513647e-15,False,False
joint_refinement/power_family,normal_xx50MPa,1.0,16.66666666666667,-20.41241452319315,-11.785113019775793,0.0002207143981184526,-0.0016677833570157943,-0.0009628951701243416,0.00021809502739694972,-0.0016698915713144248,-0.0009641123482158762,True,4.4088693892450275,5.175547490576804e-15,False,False
joint_refinement/power_family,normal_xx50MPa,0.5,8.333333333333336,-10.206207261596575,-5.892556509887896,0.00010970182751595466,-0.0008344069236027635,-0.00048174506195447275,0.00010904751369847486,-0.0008349457856572124,-0.0004820561741079381,True,4.426508704765866,1.1447657058405447e-14,False,False
joint_refinement/power_family,normal_xx50MPa,0.0,0.0,0.0,0.0,6.358874457669288e-16,-1.6362646691844614e-17,-9.534497286252902e-17,0.0,0.0,0.0,True,4.444126843424207,4.3026779388921485e-15,False,False
joint_refinement/power_family,normal_xx50MPa,-0.5,-8.333333333333336,10.206207261596575,5.892556509887896,-0.00010839422554424742,0.0008355083882286146,0.0004823809928551109,-0.00010904751369847486,0.0008349457856572124,0.0004820561741079381,True,4.434174644396787,6.916559339154027e-15,False,False
